record_time,line_no,has_defect,mh,mb,oc,sh,sp,spc,pic_file_name
2024-06-17 14:57:47,1,0,0,0,0,0,0,0,202406171457471.jpg
2024-06-13 04:56:50,2,0,0,0,0,0,0,0,202406130456502.jpg
2024-06-27 07:46:30,2,0,0,0,0,0,0,0,202406270746302.jpg
2024-06-17 20:20:11,5,1,1,0,8,4,2,0,202406172020115.jpg
2024-06-20 05:07:46,4,0,0,0,0,0,0,0,202406200507464.jpg
2024-06-15 23:28:17,4,1,2,1,3,5,4,2,202406152328174.jpg
2024-06-16 01:26:24,3,0,0,0,0,0,0,0,202406160126243.jpg
2024-06-10 21:21:16,5,1,0,0,9,5,4,1,202406102121165.jpg
2024-06-25 13:01:11,4,0,0,0,0,0,0,0,202406251301114.jpg
2024-06-15 06:39:51,1,0,0,0,0,0,0,0,202406150639511.jpg
2024-06-22 00:43:20,4,1,1,0,4,0,0,4,202406220043204.jpg
2024-06-01 22:14:14,5,1,4,0,2,4,3,1,202406012214145.jpg
2024-06-25 19:26:48,1,0,0,0,0,0,0,0,202406251926481.jpg
2024-06-23 09:38:02,4,1,1,1,1,4,2,4,202406230938024.jpg
2024-06-24 10:17:41,1,0,0,0,0,0,0,0,202406241017411.jpg
2024-06-18 01:38:15,2,1,1,0,1,2,4,7,202406180138152.jpg
2024-06-03 07:29:14,2,0,0,0,0,0,0,0,202406030729142.jpg
2024-06-02 16:51:07,2,0,0,0,0,0,0,0,202406021651072.jpg
2024-06-17 16:44:18,4,0,0,0,0,0,0,0,202406171644184.jpg
2024-06-16 23:04:15,4,1,2,1,2,0,4,2,202406162304154.jpg
2024-06-11 20:43:00,4,1,1,1,8,2,3,0,202406112043004.jpg
2024-06-04 07:16:57,4,1,3,0,6,0,3,5,202406040716574.jpg
2024-06-25 12:46:37,5,0,0,0,0,0,0,0,202406251246375.jpg
2024-06-26 14:26:44,4,1,3,1,6,3,4,2,202406261426444.jpg
2024-06-06 16:56:14,1,1,2,0,9,5,2,6,202406061656141.jpg
2024-06-29 13:07:48,3,0,0,0,0,0,0,0,202406291307483.jpg
2024-06-14 15:51:40,2,1,2,0,3,0,4,2,202406141551402.jpg
2024-06-10 18:26:13,3,1,3,1,1,3,3,7,202406101826133.jpg
2024-06-23 03:52:28,2,1,2,1,4,3,1,1,202406230352282.jpg
2024-06-09 20:54:11,4,0,0,0,0,0,0,0,202406092054114.jpg
2024-06-02 11:37:47,5,1,0,1,7,4,0,2,202406021137475.jpg
2024-06-17 14:43:04,3,1,2,0,2,2,2,1,202406171443043.jpg
2024-06-01 16:34:01,4,0,0,0,0,0,0,0,202406011634014.jpg
2024-06-10 01:23:36,1,1,4,1,6,0,4,4,202406100123361.jpg
2024-06-13 14:15:42,4,0,0,0,0,0,0,0,202406131415424.jpg
2024-06-10 09:15:10,3,1,3,1,0,0,3,3,202406100915103.jpg
2024-06-30 10:40:45,1,1,3,1,6,0,0,5,202406301040451.jpg
2024-06-03 21:20:23,3,0,0,0,0,0,0,0,202406032120233.jpg
2024-06-30 05:26:59,2,1,0,0,4,3,0,3,202406300526592.jpg
2024-06-02 23:30:39,1,1,4,1,9,2,2,0,202406022330391.jpg
2024-06-21 22:15:21,1,1,1,1,8,2,0,0,202406212215211.jpg
2024-06-22 01:05:02,5,1,3,1,0,0,3,0,202406220105025.jpg
2024-06-24 18:41:27,1,0,0,0,0,0,0,0,202406241841271.jpg
2024-06-09 10:26:26,3,0,0,0,0,0,0,0,202406091026263.jpg
2024-06-02 06:32:57,1,1,0,1,5,2,3,0,202406020632571.jpg
2024-06-30 09:23:32,5,0,0,0,0,0,0,0,202406300923325.jpg
2024-06-25 00:46:44,2,1,0,0,5,3,2,3,202406250046442.jpg
2024-06-28 01:35:45,1,0,0,0,0,0,0,0,202406280135451.jpg
2024-06-12 14:14:19,2,0,0,0,0,0,0,0,202406121414192.jpg
2024-06-26 01:05:06,1,0,0,0,0,0,0,0,202406260105061.jpg
2024-06-27 12:25:57,1,0,0,0,0,0,0,0,202406271225571.jpg
2024-06-05 11:43:06,5,0,0,0,0,0,0,0,202406051143065.jpg
2024-06-25 06:54:43,5,1,4,0,8,3,4,6,202406250654435.jpg
2024-06-15 10:15:26,3,1,3,0,2,2,3,7,202406151015263.jpg
2024-06-06 21:40:16,1,1,4,1,6,0,0,7,202406062140161.jpg
2024-06-09 03:46:11,1,1,2,0,9,2,1,6,202406090346111.jpg
2024-06-02 23:37:39,1,0,0,0,0,0,0,0,202406022337391.jpg
2024-06-23 18:47:33,3,0,0,0,0,0,0,0,202406231847333.jpg
2024-06-22 08:07:50,4,0,0,0,0,0,0,0,202406220807504.jpg
2024-06-14 05:57:26,4,1,0,1,9,4,3,6,202406140557264.jpg
2024-06-02 20:32:22,1,1,3,1,1,4,0,5,202406022032221.jpg
2024-06-26 19:38:29,3,0,0,0,0,0,0,0,202406261938293.jpg
2024-06-22 20:38:30,1,1,0,0,1,1,0,4,202406222038301.jpg
2024-06-24 06:13:21,4,0,0,0,0,0,0,0,202406240613214.jpg
2024-06-05 08:11:47,2,1,3,0,7,2,0,4,202406050811472.jpg
2024-06-12 06:28:20,2,0,0,0,0,0,0,0,202406120628202.jpg
2024-06-26 18:57:48,3,0,0,0,0,0,0,0,202406261857483.jpg
2024-06-13 11:34:08,4,1,3,1,3,0,0,5,202406131134084.jpg
2024-06-25 14:38:05,5,1,4,1,6,5,1,0,202406251438055.jpg
2024-06-25 16:25:53,3,0,0,0,0,0,0,0,202406251625533.jpg
2024-06-06 07:06:15,2,1,1,0,2,1,3,0,202406060706152.jpg
2024-06-05 05:34:32,1,1,3,1,0,1,4,6,202406050534321.jpg
2024-06-07 06:44:59,5,0,0,0,0,0,0,0,202406070644595.jpg
2024-06-24 16:03:14,2,1,3,1,9,0,4,4,202406241603142.jpg
2024-06-27 02:18:51,1,1,3,1,1,1,1,2,202406270218511.jpg
2024-06-19 15:23:42,4,0,0,0,0,0,0,0,202406191523424.jpg
2024-06-13 00:05:29,3,0,0,0,0,0,0,0,202406130005293.jpg
2024-06-14 16:57:31,4,0,0,0,0,0,0,0,202406141657314.jpg
2024-06-18 00:36:57,4,0,0,0,0,0,0,0,202406180036574.jpg
2024-06-26 22:03:12,3,0,0,0,0,0,0,0,202406262203123.jpg
2024-06-24 12:35:53,5,1,2,0,7,1,4,6,202406241235535.jpg
2024-06-14 09:16:21,1,0,0,0,0,0,0,0,202406140916211.jpg
2024-06-02 13:49:11,1,1,4,0,1,2,0,0,202406021349111.jpg
2024-06-17 12:42:47,1,1,0,0,9,0,0,3,202406171242471.jpg
2024-06-15 05:22:53,5,1,0,0,2,3,3,4,202406150522535.jpg
2024-06-26 00:34:05,4,1,0,0,3,1,2,3,202406260034054.jpg
2024-07-01 20:24:45,2,1,3,1,5,0,0,6,202407012024452.jpg
2024-06-11 20:16:41,4,1,4,1,0,4,0,3,202406112016414.jpg
2024-06-17 22:07:26,3,1,3,0,7,2,1,5,202406172207263.jpg
2024-06-23 05:06:17,5,1,4,0,9,4,0,6,202406230506175.jpg
2024-06-23 05:26:33,4,0,0,0,0,0,0,0,202406230526334.jpg
2024-06-10 00:18:59,2,1,0,1,5,5,3,1,202406100018592.jpg
2024-06-02 08:00:10,4,1,3,0,5,3,0,1,202406020800104.jpg
2024-06-14 12:26:00,3,0,0,0,0,0,0,0,202406141226003.jpg
2024-06-29 16:18:43,2,1,3,1,7,3,2,2,202406291618432.jpg
2024-06-12 10:51:26,4,1,4,1,6,5,3,4,202406121051264.jpg
2024-06-17 20:03:15,2,1,1,1,8,4,3,1,202406172003152.jpg
2024-06-30 15:33:33,1,1,2,1,1,0,2,0,202406301533331.jpg
2024-06-25 09:39:14,2,0,0,0,0,0,0,0,202406250939142.jpg
2024-06-07 14:32:37,2,1,0,0,8,3,2,0,202406071432372.jpg
2024-06-20 17:51:45,3,0,0,0,0,0,0,0,202406201751453.jpg
2024-06-28 14:00:12,1,1,0,1,9,5,2,2,202406281400121.jpg
2024-06-23 14:17:11,3,0,0,0,0,0,0,0,202406231417113.jpg
2024-06-26 07:57:38,3,1,2,0,8,1,0,6,202406260757383.jpg
2024-06-06 01:06:54,5,0,0,0,0,0,0,0,202406060106545.jpg
2024-06-28 00:03:50,3,0,0,0,0,0,0,0,202406280003503.jpg
2024-06-11 15:23:27,1,0,0,0,0,0,0,0,202406111523271.jpg
2024-06-02 08:22:06,1,0,0,0,0,0,0,0,202406020822061.jpg
2024-06-09 18:27:35,4,1,3,1,7,0,1,6,202406091827354.jpg
2024-06-10 08:03:40,1,0,0,0,0,0,0,0,202406100803401.jpg
2024-06-06 13:33:57,2,0,0,0,0,0,0,0,202406061333572.jpg
2024-06-25 17:34:55,2,0,0,0,0,0,0,0,202406251734552.jpg
2024-06-16 14:18:42,2,0,0,0,0,0,0,0,202406161418422.jpg
2024-06-24 20:28:25,5,0,0,0,0,0,0,0,202406242028255.jpg
2024-06-22 21:53:40,2,0,0,0,0,0,0,0,202406222153402.jpg
2024-06-13 00:52:31,5,0,0,0,0,0,0,0,202406130052315.jpg
2024-06-15 18:17:10,2,0,0,0,0,0,0,0,202406151817102.jpg
2024-06-28 08:17:48,3,0,0,0,0,0,0,0,202406280817483.jpg
2024-06-11 13:57:10,4,1,1,1,3,2,1,3,202406111357104.jpg
2024-06-30 19:12:46,2,0,0,0,0,0,0,0,202406301912462.jpg
2024-06-01 22:58:20,5,0,0,0,0,0,0,0,202406012258205.jpg
2024-06-14 02:49:12,3,0,0,0,0,0,0,0,202406140249123.jpg
2024-06-15 21:56:41,5,0,0,0,0,0,0,0,202406152156415.jpg
2024-06-19 04:54:20,5,0,0,0,0,0,0,0,202406190454205.jpg
2024-06-04 08:39:15,4,0,0,0,0,0,0,0,202406040839154.jpg
2024-06-27 00:12:10,3,1,0,1,8,3,0,4,202406270012103.jpg
2024-06-09 01:53:54,2,1,1,1,6,0,4,4,202406090153542.jpg
2024-06-08 05:58:03,2,1,3,0,8,1,4,3,202406080558032.jpg
2024-06-28 21:35:15,2,0,0,0,0,0,0,0,202406282135152.jpg
2024-06-30 17:19:06,2,0,0,0,0,0,0,0,202406301719062.jpg
2024-06-28 23:01:52,1,0,0,0,0,0,0,0,202406282301521.jpg
2024-06-26 17:50:00,1,0,0,0,0,0,0,0,202406261750001.jpg
2024-06-09 02:25:58,3,1,4,1,3,1,4,7,202406090225583.jpg
2024-06-15 18:39:47,2,1,1,1,1,0,4,6,202406151839472.jpg
2024-06-12 01:05:04,1,1,4,1,9,3,3,0,202406120105041.jpg
2024-06-12 14:03:08,5,1,3,1,1,0,4,4,202406121403085.jpg
2024-06-04 23:52:38,4,1,0,0,3,3,0,7,202406042352384.jpg
2024-06-30 01:10:41,5,0,0,0,0,0,0,0,202406300110415.jpg
2024-06-06 02:50:17,2,0,0,0,0,0,0,0,202406060250172.jpg
2024-06-02 03:23:56,3,1,4,0,7,2,2,5,202406020323563.jpg
2024-06-02 09:22:09,3,1,4,1,5,0,3,6,202406020922093.jpg
2024-06-21 07:40:01,1,0,0,0,0,0,0,0,202406210740011.jpg
2024-06-16 10:02:27,3,0,0,0,0,0,0,0,202406161002273.jpg
2024-06-25 12:51:13,5,1,0,0,9,1,1,0,202406251251135.jpg
2024-06-23 14:11:40,2,0,0,0,0,0,0,0,202406231411402.jpg
2024-06-25 11:02:03,1,0,0,0,0,0,0,0,202406251102031.jpg
2024-06-27 19:28:33,5,1,0,0,6,5,4,3,202406271928335.jpg
2024-06-07 03:48:44,2,0,0,0,0,0,0,0,202406070348442.jpg
2024-06-25 21:39:22,3,1,4,1,3,2,2,0,202406252139223.jpg
2024-06-14 14:09:28,4,1,4,1,8,3,4,7,202406141409284.jpg
2024-06-10 06:12:56,5,1,1,1,3,4,3,0,202406100612565.jpg
2024-06-05 12:24:37,3,0,0,0,0,0,0,0,202406051224373.jpg
2024-06-04 17:04:21,4,0,0,0,0,0,0,0,202406041704214.jpg
2024-06-08 02:57:59,4,0,0,0,0,0,0,0,202406080257594.jpg
2024-06-28 05:32:28,2,0,0,0,0,0,0,0,202406280532282.jpg
2024-06-21 11:33:36,4,1,0,1,5,2,1,3,202406211133364.jpg
2024-06-29 03:31:19,2,0,0,0,0,0,0,0,202406290331192.jpg
2024-06-28 09:03:00,5,1,4,1,5,4,3,5,202406280903005.jpg
2024-06-07 12:01:07,4,0,0,0,0,0,0,0,202406071201074.jpg
2024-06-04 15:53:02,5,0,0,0,0,0,0,0,202406041553025.jpg
2024-06-16 09:23:46,2,1,3,0,1,1,1,7,202406160923462.jpg
2024-06-16 04:17:45,4,0,0,0,0,0,0,0,202406160417454.jpg
2024-06-22 02:42:40,3,1,4,0,8,2,1,2,202406220242403.jpg
2024-06-28 16:21:20,2,0,0,0,0,0,0,0,202406281621202.jpg
2024-06-13 02:03:08,4,0,0,0,0,0,0,0,202406130203084.jpg
2024-06-23 13:58:52,2,0,0,0,0,0,0,0,202406231358522.jpg
2024-06-15 19:50:35,1,1,4,0,4,5,4,4,202406151950351.jpg
2024-06-08 18:03:49,1,0,0,0,0,0,0,0,202406081803491.jpg
2024-06-13 12:56:42,1,1,2,0,2,1,4,3,202406131256421.jpg
2024-06-04 08:28:00,4,0,0,0,0,0,0,0,202406040828004.jpg
2024-06-17 07:08:49,2,1,0,0,4,0,0,2,202406170708492.jpg
2024-06-03 07:19:28,4,1,1,1,1,4,1,5,202406030719284.jpg
2024-06-17 15:30:54,3,1,2,1,5,3,3,2,202406171530543.jpg
2024-06-25 06:00:06,4,1,2,1,1,3,0,4,202406250600064.jpg
2024-06-24 11:06:56,3,0,0,0,0,0,0,0,202406241106563.jpg
2024-06-30 21:50:29,3,1,0,0,4,2,0,6,202406302150293.jpg
2024-06-08 05:29:04,4,1,0,0,3,3,3,2,202406080529044.jpg
2024-06-09 20:12:09,3,0,0,0,0,0,0,0,202406092012093.jpg
2024-06-30 20:53:25,3,0,0,0,0,0,0,0,202406302053253.jpg
2024-06-09 23:30:32,3,0,0,0,0,0,0,0,202406092330323.jpg
2024-06-21 03:39:15,5,0,0,0,0,0,0,0,202406210339155.jpg
2024-06-30 01:42:07,1,0,0,0,0,0,0,0,202406300142071.jpg
2024-06-23 06:30:02,4,1,0,1,8,2,4,5,202406230630024.jpg
2024-06-01 15:20:41,1,0,0,0,0,0,0,0,202406011520411.jpg
2024-06-17 12:43:43,5,1,0,0,0,5,1,6,202406171243435.jpg
2024-06-29 07:50:02,3,1,2,0,1,2,0,2,202406290750023.jpg
2024-06-16 12:02:55,1,1,2,0,7,2,0,3,202406161202551.jpg
2024-06-09 01:31:43,3,1,4,0,8,4,0,3,202406090131433.jpg
2024-06-19 05:53:14,5,1,0,0,9,3,3,0,202406190553145.jpg
2024-06-16 20:07:08,4,0,0,0,0,0,0,0,202406162007084.jpg
2024-06-15 01:51:21,1,1,0,1,0,0,1,3,202406150151211.jpg
2024-06-25 20:47:23,4,0,0,0,0,0,0,0,202406252047234.jpg
2024-06-19 16:49:01,3,0,0,0,0,0,0,0,202406191649013.jpg
2024-06-17 12:03:24,2,0,0,0,0,0,0,0,202406171203242.jpg
2024-06-28 02:26:25,3,0,0,0,0,0,0,0,202406280226253.jpg
2024-06-23 23:18:05,1,0,0,0,0,0,0,0,202406232318051.jpg
2024-06-20 23:16:31,4,1,2,1,4,1,3,7,202406202316314.jpg
2024-06-26 14:55:53,1,0,0,0,0,0,0,0,202406261455531.jpg
2024-06-13 22:58:15,2,0,0,0,0,0,0,0,202406132258152.jpg
2024-06-15 20:52:18,3,1,4,0,8,1,3,1,202406152052183.jpg
2024-06-26 05:02:59,4,0,0,0,0,0,0,0,202406260502594.jpg
2024-06-10 01:39:04,1,1,4,0,0,2,1,5,202406100139041.jpg
2024-07-01 02:53:57,2,0,0,0,0,0,0,0,202407010253572.jpg
2024-06-20 09:43:58,5,0,0,0,0,0,0,0,202406200943585.jpg
2024-06-05 10:30:40,2,1,4,1,7,2,4,0,202406051030402.jpg
2024-06-12 10:05:19,3,0,0,0,0,0,0,0,202406121005193.jpg
2024-06-04 01:42:47,2,0,0,0,0,0,0,0,202406040142472.jpg
2024-06-29 22:52:28,2,1,1,0,2,4,0,7,202406292252282.jpg
2024-06-25 08:24:57,4,1,4,1,1,0,0,7,202406250824574.jpg
2024-06-12 09:41:15,1,1,4,0,9,5,1,3,202406120941151.jpg
2024-06-03 20:16:48,1,1,2,1,8,5,1,6,202406032016481.jpg
2024-06-18 02:37:13,4,1,4,1,2,2,3,6,202406180237134.jpg
2024-06-25 17:25:20,3,1,2,0,8,3,3,3,202406251725203.jpg
2024-06-02 11:06:20,5,1,0,1,7,5,3,4,202406021106205.jpg
2024-06-26 13:15:31,2,0,0,0,0,0,0,0,202406261315312.jpg
2024-06-18 00:06:06,2,0,0,0,0,0,0,0,202406180006062.jpg
2024-06-08 19:22:33,4,0,0,0,0,0,0,0,202406081922334.jpg
2024-06-02 06:35:04,4,1,3,0,4,5,3,5,202406020635044.jpg
2024-06-08 11:25:05,4,1,0,1,7,1,4,5,202406081125054.jpg
2024-06-14 15:29:52,1,0,0,0,0,0,0,0,202406141529521.jpg
2024-06-22 08:57:38,5,0,0,0,0,0,0,0,202406220857385.jpg
2024-06-15 16:30:05,3,1,1,1,8,5,3,2,202406151630053.jpg
2024-06-07 07:15:10,5,1,0,1,9,3,1,4,202406070715105.jpg
2024-06-17 10:46:07,4,0,0,0,0,0,0,0,202406171046074.jpg
2024-06-04 19:49:33,4,0,0,0,0,0,0,0,202406041949334.jpg
2024-06-19 10:41:41,2,1,4,1,4,4,4,3,202406191041412.jpg
2024-06-11 01:27:45,4,1,0,1,6,2,2,3,202406110127454.jpg
2024-06-19 08:03:51,4,0,0,0,0,0,0,0,202406190803514.jpg
2024-06-20 04:19:13,4,0,0,0,0,0,0,0,202406200419134.jpg
2024-06-29 17:58:38,1,0,0,0,0,0,0,0,202406291758381.jpg
2024-06-24 03:56:27,2,0,0,0,0,0,0,0,202406240356272.jpg
2024-06-18 02:21:03,1,0,0,0,0,0,0,0,202406180221031.jpg
2024-06-10 17:27:52,2,0,0,0,0,0,0,0,202406101727522.jpg
2024-06-18 12:21:20,2,1,0,0,8,4,4,0,202406181221202.jpg
2024-06-07 16:52:02,1,1,4,0,8,4,4,0,202406071652021.jpg
2024-06-20 04:25:25,5,0,0,0,0,0,0,0,202406200425255.jpg
2024-06-15 23:10:34,2,0,0,0,0,0,0,0,202406152310342.jpg
2024-06-06 03:23:38,4,0,0,0,0,0,0,0,202406060323384.jpg
2024-06-23 08:33:28,3,0,0,0,0,0,0,0,202406230833283.jpg
2024-06-18 16:07:02,5,0,0,0,0,0,0,0,202406181607025.jpg
2024-06-26 17:18:32,3,0,0,0,0,0,0,0,202406261718323.jpg
2024-06-26 15:27:17,5,0,0,0,0,0,0,0,202406261527175.jpg
2024-06-17 04:44:51,3,0,0,0,0,0,0,0,202406170444513.jpg
2024-06-19 23:21:33,1,1,0,0,9,1,2,7,202406192321331.jpg
2024-06-05 03:52:36,4,0,0,0,0,0,0,0,202406050352364.jpg
2024-06-09 19:26:40,2,1,0,1,1,1,0,4,202406091926402.jpg
2024-06-06 02:08:03,4,1,4,1,4,0,2,7,202406060208034.jpg
2024-06-17 13:03:48,3,1,2,0,6,2,1,0,202406171303483.jpg
2024-06-27 21:40:02,5,1,2,1,6,1,0,2,202406272140025.jpg
2024-06-20 09:32:02,3,0,0,0,0,0,0,0,202406200932023.jpg
2024-06-08 03:48:16,4,1,0,0,0,5,4,2,202406080348164.jpg
2024-06-04 03:41:25,2,0,0,0,0,0,0,0,202406040341252.jpg
2024-06-04 15:06:08,5,0,0,0,0,0,0,0,202406041506085.jpg
2024-06-10 00:11:39,4,1,4,1,2,2,0,5,202406100011394.jpg
2024-06-10 08:17:19,5,1,3,1,8,3,2,0,202406100817195.jpg
2024-06-27 21:16:26,2,1,0,0,6,2,2,5,202406272116262.jpg
2024-06-08 19:35:26,3,0,0,0,0,0,0,0,202406081935263.jpg
2024-06-03 16:08:51,3,0,0,0,0,0,0,0,202406031608513.jpg
2024-06-16 05:48:00,2,0,0,0,0,0,0,0,202406160548002.jpg
2024-06-28 04:37:29,3,1,3,0,9,5,3,3,202406280437293.jpg
2024-06-13 08:35:27,2,0,0,0,0,0,0,0,202406130835272.jpg
2024-06-03 17:24:03,5,0,0,0,0,0,0,0,202406031724035.jpg
2024-06-14 14:34:19,3,1,3,1,1,1,2,2,202406141434193.jpg
2024-06-13 01:38:08,3,0,0,0,0,0,0,0,202406130138083.jpg
2024-06-14 02:04:26,3,1,1,0,7,2,3,6,202406140204263.jpg
2024-06-12 15:40:05,1,1,0,0,5,4,4,5,202406121540051.jpg
2024-06-30 09:37:17,4,1,0,0,9,0,2,3,202406300937174.jpg
2024-06-12 03:41:38,3,1,0,0,5,1,2,4,202406120341383.jpg
2024-06-22 13:09:57,3,0,0,0,0,0,0,0,202406221309573.jpg
2024-06-13 19:36:55,5,1,2,0,2,1,4,5,202406131936555.jpg
2024-06-20 09:51:14,1,0,0,0,0,0,0,0,202406200951141.jpg
2024-06-03 00:07:16,5,0,0,0,0,0,0,0,202406030007165.jpg
2024-06-28 23:18:57,2,0,0,0,0,0,0,0,202406282318572.jpg
2024-06-25 06:59:53,5,1,1,0,5,4,2,5,202406250659535.jpg
2024-06-03 03:56:47,2,0,0,0,0,0,0,0,202406030356472.jpg
2024-06-07 07:05:54,5,0,0,0,0,0,0,0,202406070705545.jpg
2024-06-24 15:01:20,4,0,0,0,0,0,0,0,202406241501204.jpg
2024-06-13 03:22:31,1,1,2,1,9,1,1,6,202406130322311.jpg
2024-06-10 22:05:48,1,0,0,0,0,0,0,0,202406102205481.jpg
2024-06-29 05:09:16,4,1,1,1,8,4,2,1,202406290509164.jpg
2024-06-16 14:58:42,1,0,0,0,0,0,0,0,202406161458421.jpg
2024-06-09 05:55:18,4,0,0,0,0,0,0,0,202406090555184.jpg
2024-06-26 03:33:15,5,0,0,0,0,0,0,0,202406260333155.jpg
2024-06-13 16:35:26,5,1,1,0,2,3,2,4,202406131635265.jpg
2024-06-22 05:35:29,4,1,2,1,8,1,2,3,202406220535294.jpg
2024-06-26 13:58:06,2,0,0,0,0,0,0,0,202406261358062.jpg
2024-06-30 18:19:57,1,0,0,0,0,0,0,0,202406301819571.jpg
2024-06-07 21:50:58,4,1,0,0,7,0,2,0,202406072150584.jpg
2024-06-13 19:14:21,4,1,1,0,9,1,2,0,202406131914214.jpg
2024-06-12 20:29:25,1,1,2,1,4,4,3,5,202406122029251.jpg
2024-06-14 08:18:23,2,1,0,0,3,3,0,6,202406140818232.jpg
2024-06-30 08:41:32,5,0,0,0,0,0,0,0,202406300841325.jpg
2024-06-30 19:58:40,4,1,3,0,4,3,0,4,202406301958404.jpg
2024-06-22 14:55:29,1,1,3,0,6,2,0,1,202406221455291.jpg
2024-06-30 13:55:23,5,0,0,0,0,0,0,0,202406301355235.jpg
2024-06-10 10:35:39,2,1,4,1,9,1,4,3,202406101035392.jpg
2024-06-21 19:10:16,2,1,3,0,2,2,3,0,202406211910162.jpg
2024-06-22 19:09:04,4,1,0,0,8,3,0,7,202406221909044.jpg
2024-06-22 06:30:42,4,0,0,0,0,0,0,0,202406220630424.jpg
2024-06-13 08:10:13,4,0,0,0,0,0,0,0,202406130810134.jpg
2024-06-23 23:01:07,1,1,2,1,3,0,1,2,202406232301071.jpg
2024-06-07 10:17:47,5,0,0,0,0,0,0,0,202406071017475.jpg
2024-06-05 22:58:58,2,0,0,0,0,0,0,0,202406052258582.jpg
2024-06-11 12:15:38,2,0,0,0,0,0,0,0,202406111215382.jpg
2024-06-05 13:58:44,1,1,3,1,2,5,4,6,202406051358441.jpg
2024-06-14 04:52:34,2,0,0,0,0,0,0,0,202406140452342.jpg
2024-06-23 06:47:18,2,1,3,1,2,4,4,2,202406230647182.jpg
2024-06-24 18:43:32,3,0,0,0,0,0,0,0,202406241843323.jpg
2024-06-03 02:29:54,2,1,4,0,5,1,1,4,202406030229542.jpg
2024-06-27 16:31:29,3,0,0,0,0,0,0,0,202406271631293.jpg
2024-06-13 03:21:18,2,1,1,0,5,3,2,0,202406130321182.jpg
2024-06-28 08:18:32,3,1,3,0,5,1,2,6,202406280818323.jpg
2024-06-12 03:30:07,3,1,3,0,4,4,2,6,202406120330073.jpg
2024-06-24 01:06:49,3,1,0,1,8,2,0,1,202406240106493.jpg
2024-06-27 19:14:02,2,1,1,1,1,5,1,2,202406271914022.jpg
2024-06-06 23:15:08,2,1,1,1,2,0,3,6,202406062315082.jpg
2024-06-08 19:55:40,2,1,3,1,0,5,2,2,202406081955402.jpg
2024-06-25 14:33:13,4,1,3,0,4,3,4,0,202406251433134.jpg
2024-06-06 05:37:26,1,1,3,1,5,1,3,7,202406060537261.jpg
2024-06-29 10:17:20,4,1,2,0,7,4,2,1,202406291017204.jpg
2024-06-06 17:36:18,2,0,0,0,0,0,0,0,202406061736182.jpg
2024-06-30 17:31:21,5,1,1,0,3,2,0,3,202406301731215.jpg
2024-06-24 20:04:14,1,0,0,0,0,0,0,0,202406242004141.jpg
2024-06-03 17:00:17,5,0,0,0,0,0,0,0,202406031700175.jpg
2024-06-15 16:43:48,4,0,0,0,0,0,0,0,202406151643484.jpg
2024-06-03 12:08:51,2,1,3,1,1,0,3,5,202406031208512.jpg
2024-06-23 21:48:29,3,1,1,1,9,0,4,3,202406232148293.jpg
2024-06-09 11:36:48,2,0,0,0,0,0,0,0,202406091136482.jpg
2024-06-02 09:13:18,3,0,0,0,0,0,0,0,202406020913183.jpg
2024-06-19 12:31:08,4,1,0,0,9,2,1,4,202406191231084.jpg
2024-06-19 03:40:13,4,0,0,0,0,0,0,0,202406190340134.jpg
2024-06-30 14:07:25,3,0,0,0,0,0,0,0,202406301407253.jpg
2024-06-13 13:00:26,3,1,3,0,8,5,1,6,202406131300263.jpg
2024-06-26 16:19:50,3,0,0,0,0,0,0,0,202406261619503.jpg
2024-07-01 23:07:54,4,1,1,0,0,1,3,4,202407012307544.jpg
2024-06-09 07:24:11,3,1,2,1,9,4,4,3,202406090724113.jpg
2024-06-27 20:22:10,1,0,0,0,0,0,0,0,202406272022101.jpg
2024-06-23 01:58:09,1,0,0,0,0,0,0,0,202406230158091.jpg
2024-06-16 21:37:03,5,0,0,0,0,0,0,0,202406162137035.jpg
2024-06-04 12:42:42,3,0,0,0,0,0,0,0,202406041242423.jpg
2024-06-17 17:39:58,2,1,0,1,0,1,0,0,202406171739582.jpg
2024-06-07 05:53:06,2,1,3,1,7,2,4,3,202406070553062.jpg
2024-06-08 17:15:57,2,0,0,0,0,0,0,0,202406081715572.jpg
2024-06-19 07:20:40,1,0,0,0,0,0,0,0,202406190720401.jpg
2024-06-10 13:45:50,1,1,4,1,7,3,4,1,202406101345501.jpg
2024-06-30 12:00:19,2,1,0,1,3,2,2,7,202406301200192.jpg
2024-06-25 15:20:18,1,0,0,0,0,0,0,0,202406251520181.jpg
2024-06-24 05:32:45,3,0,0,0,0,0,0,0,202406240532453.jpg
2024-06-28 05:43:24,4,1,2,0,3,4,4,1,202406280543244.jpg
2024-06-13 00:07:38,3,1,4,0,6,2,4,0,202406130007383.jpg
2024-06-18 14:37:42,1,0,0,0,0,0,0,0,202406181437421.jpg
2024-06-10 02:42:27,1,0,0,0,0,0,0,0,202406100242271.jpg
2024-06-12 15:21:01,2,0,0,0,0,0,0,0,202406121521012.jpg
2024-06-26 12:29:24,2,1,4,0,9,2,4,3,202406261229242.jpg
2024-06-10 08:11:52,2,0,0,0,0,0,0,0,202406100811522.jpg
2024-06-20 10:13:16,2,0,0,0,0,0,0,0,202406201013162.jpg
2024-07-01 16:57:06,4,1,1,0,1,3,4,1,202407011657064.jpg
2024-06-23 01:25:33,2,0,0,0,0,0,0,0,202406230125332.jpg
